id,12m_call_history,acq_method,ann_prm_amt,bi_limit_group,channel,digital_contact_ind,geo_group,has_prior_carrier,home_lot_sq_footage,household_group,household_policy_counts,newest_veh_age,pay_type_code,pol_edeliv_ind,prdct_sbtyp_grp,product_sbtyp,telematics_ind,tenure_at_snapshot,trm_len_mo,call_counts
74121,3,method2,430.99,NonAuto,Others,0,urban,0,129856,1dwelling,1,-20,type1,0,B,type1,-2,4,12,0
74122,0,method4,1013.01,SPGrp2,Retail,0,suburban,1,149318,2autodwelling,2,70,type1,1,A,type1,1,3,6,0
74123,0,method2,2023.85,NonAuto,Retail,0,urban,1,82799,1dwelling,1,-20,type1,0,B,type1,-2,180,12,13
74124,4,method1,1088.56,NonAuto,Others,0,suburban,1,92195,1dwelling,1,-20,type1,0,C,type1,-2,85,12,0
74125,1,method3,2719.32,NonAuto,Retail,0,rural,1,27195,3other,3,-20,type3,1,C,type3,-2,19,12,0
74126,1,method3,476.68,NonAuto,Retail,1,rural,0,8720,1dwelling,1,-20,type1,1,A,type1,-2,92,12,0
74127,1,method3,516.79,NonAuto,Others,0,urban,0,141225,1dwelling,1,-20,type1,1,A,type1,-2,9,12,0
74128,1,method4,806.03,CSLGrp2,Retail,0,suburban,0,101380,2autodwelling,2,62,type2,0,C,type2,0,206,6,24
74129,0,missing,598.94,NonAuto,Others,1,urban,1,148398,1dwelling,1,-20,type1,1,C,type1,-2,12,12,33
74130,11,method4,772.44,SPGrp4,Retail,0,suburban,1,82317,2autodwelling,2,8,type1,0,B,type1,0,55,6,185
74131,2,method3,811.17,NonAuto,Retail,1,rural,1,130643,1dwelling,1,-20,type1,1,B,type1,-2,107,12,67
74132,4,missing,3333.52,NonAuto,Retail,0,urban,0,142050,1dwelling,1,-20,type1,0,B,type1,-2,79,12,51
74133,11,method4,2228.61,SPGrp4,Retail,0,rural,1,75682,2autodwelling,2,2,type1,0,A,type1,-1,64,6,47
74134,0,method2,1567.35,NonAuto,Retail,1,suburban,0,89201,3other,3,-20,type3,1,C,type3,-2,11,12,0
74135,0,method1,469.34,SPGrp1Miss,Retail,1,urban,1,74340,2autodwelling,2,47,type1,0,A,type1,-1,125,6,0
74136,2,missing,1218.84,CSLGrp3,Retail,0,suburban,0,41963,2autodwelling,2,66,type1,0,A,type1,0,111,6,0
74137,5,method3,813.8,NonAuto,Retail,1,rural,1,97185,1dwelling,1,-20,type1,1,B,type1,-2,191,6,0
74138,4,method3,1425.57,CSLGrp3,Retail,1,urban,0,6533,2autodwelling,1,50,type3,1,B,type3,1,37,6,42
74139,0,method3,1015.41,CSLGrp1,Retail,1,rural,1,97891,2autodwelling,1,81,type1,1,A,type1,1,2,6,0
74140,6,method1,2229.81,NonAuto,Others,1,urban,1,140825,1dwelling,1,-20,type1,1,A,type1,-2,1,12,0
74141,2,method4,2557.18,CSLGrp3,Retail,1,suburban,1,84920,2autodwelling,2,11,type1,1,C,type1,-1,46,6,87
74142,1,method4,298.42,NonAuto,Others,0,rural,1,89679,1dwelling,1,-20,type1,0,B,type1,-2,50,12,0
74143,2,method4,1591.79,NonAuto,Others,0,rural,1,99627,1dwelling,1,-20,type1,0,B,type1,-2,121,12,0
74144,5,method4,1064.67,NonAuto,Others,0,urban,0,99319,3other,3,-20,type2,1,B,type2,-2,340,12,0
74145,3,method4,732.54,SPGrp1Miss,Retail,0,urban,1,143873,2autodwelling,2,92,type3,1,A,type3,-1,14,6,107
74146,4,method3,261.48,CSLGrp2,Retail,0,urban,1,21793,2autodwelling,2,75,type2,0,B,type2,-1,53,6,15
74147,0,method1,1347.82,NonAuto,Retail,0,urban,1,146088,1dwelling,1,-20,type1,1,C,type1,-2,0,12,0
74148,0,method3,92.17,NonAuto,Others,0,suburban,1,11689,1dwelling,1,-20,type1,1,B,type1,-2,13,12,42
74149,7,method4,2710.71,NonAuto,Retail,1,suburban,0,80339,1dwelling,1,-20,type2,1,B,type2,-2,298,12,132
74150,1,method4,1262.94,SPGrp4,Retail,0,suburban,0,139058,2autodwelling,2,87,type2,0,A,type2,-1,236,6,0
74151,1,method4,612.3,NonAuto,Retail,0,suburban,1,33204,3other,3,-20,type1,0,A,type1,-2,17,12,0
74152,4,method1,694.54,SPGrp2,Retail,1,suburban,1,41569,2autodwelling,2,29,type1,1,A,type1,1,56,6,22
74153,0,method2,1301.27,NonAuto,Others,0,urban,1,110113,1dwelling,1,-20,type1,0,B,type1,-2,139,12,0
74154,1,method3,2395.05,NonAuto,Others,0,rural,1,33485,1dwelling,1,-20,type2,0,C,type2,-2,244,12,118
74155,0,missing,854.35,NonAuto,Retail,1,rural,0,120832,3other,4,-20,type1,1,A,type1,-2,10,12,49
74156,1,method4,3180.13,NonAuto,Others,0,urban,1,22791,1dwelling,1,-20,type1,1,A,type1,-2,40,12,0
74157,3,method4,3377.72,NonAuto,Retail,0,urban,1,40912,1dwelling,1,-20,type1,1,C,type1,-2,8,12,0
74158,3,method3,544.65,NonAuto,Retail,0,suburban,0,75674,3other,3,-20,type2,0,C,type2,-2,388,12,0
74159,1,missing,652.8,NonAuto,Others,1,urban,0,89359,1dwelling,1,-20,type3,1,A,type3,-2,1,12,0
74160,7,method2,1463.86,SPGrp3,Retail,0,urban,1,42867,2autodwelling,2,2,type1,1,B,type1,0,13,6,31
74161,10,method2,498.99,CSLGrp3,Retail,1,urban,0,112553,2autodwelling,2,8,type1,1,B,type1,1,199,6,86
74162,0,method1,2210.67,NonAuto,Others,0,suburban,0,44011,1dwelling,1,-20,type1,0,C,type1,-2,2,12,0
74163,3,method3,196.34,NonAuto,Others,0,suburban,1,140511,1dwelling,1,-20,type2,0,A,type2,-2,164,12,0
74164,0,method3,1706.08,NonAuto,Others,0,suburban,0,23744,1dwelling,1,-20,type1,1,C,type1,-2,8,12,0
74165,2,method1,353.15,NonAuto,Others,1,urban,0,115387,1dwelling,1,-20,type2,1,B,type2,-2,18,12,49
74166,3,missing,731.38,NonAuto,Others,1,suburban,1,139108,1dwelling,1,-20,type1,1,A,type1,-2,64,12,20
74167,0,method3,380.5,NonAuto,Others,1,rural,1,23576,1dwelling,1,-20,type1,1,C,type1,-2,3,12,0
74168,6,missing,1150.08,NonAuto,Others,0,urban,0,31213,1dwelling,1,-20,type1,1,B,type1,-2,35,12,4
74169,1,method3,1788.63,SPGrp3,Retail,1,suburban,0,115957,2autodwelling,2,55,type3,0,B,type3,1,124,6,12
74170,4,method3,681.72,NonAuto,Retail,0,suburban,1,33857,1dwelling,1,-20,type2,0,C,type2,-2,212,12,0
74171,1,method4,5156.7,CSLGrp2,Retail,0,rural,1,30720,2autodwelling,2,8,type1,1,B,type1,1,5,6,57
74172,0,method2,648.36,NonAuto,Others,0,rural,1,31443,1dwelling,1,-20,type2,0,A,type2,-2,296,12,30
74173,0,method1,810.6,NonAuto,Retail,1,suburban,0,52934,1dwelling,1,-20,type1,1,A,type1,-2,2,12,0
74174,7,missing,1709.21,NonAuto,Others,0,suburban,1,85352,1dwelling,1,-20,type1,1,A,type1,-2,0,12,112
74175,1,method4,184.67,NonAuto,Retail,0,suburban,0,134823,1dwelling,1,-20,type1,1,B,type1,-2,20,12,8
74176,0,method2,612.12,NonAuto,Others,1,suburban,0,102205,1dwelling,1,-20,type2,1,C,type2,-2,200,12,0
74177,3,missing,314.36,NonAuto,Retail,0,urban,1,12875,1dwelling,1,-20,type2,0,C,type2,-2,151,12,0
74178,2,method4,640.18,NonAuto,Others,0,suburban,1,29314,1dwelling,1,-20,type1,1,A,type1,-2,0,12,58
74179,2,missing,144.22,CSLGrp3,Retail,1,rural,0,23872,2autodwelling,2,75,type1,1,B,type1,1,4,6,0
74180,1,missing,852.92,NonAuto,Others,1,suburban,1,39500,1dwelling,1,-20,type1,1,C,type1,-2,1,12,0
74181,0,method3,2376.8,CSLGrp3,Retail,0,urban,1,77663,2autodwelling,2,93,type1,0,A,type1,0,88,6,0
74182,13,method1,942.07,NonAuto,Retail,0,suburban,0,92868,1dwelling,1,-20,type1,1,B,type1,-2,99,12,0
74183,1,method3,210.96,CSLGrp2,Retail,0,urban,0,23797,2autodwelling,1,50,type3,0,B,type3,1,431,6,0
74184,2,method2,507.5,SPGrp4,Retail,0,suburban,1,143098,2autodwelling,2,71,type1,0,C,type1,1,3,6,33
74185,2,method1,2185.99,NonAuto,Others,0,suburban,1,115170,1dwelling,1,-20,type1,1,C,type1,-2,256,12,46
74186,2,missing,243.56,NonAuto,Others,0,rural,1,115466,1dwelling,1,-20,type1,1,C,type1,-2,7,12,0
74187,0,missing,354.09,CSLGrp2,Retail,0,urban,0,40729,3autodwellingumb,3,3,type3,0,B,type3,0,138,6,0
74188,1,method3,685.07,NonAuto,Retail,1,suburban,0,123105,3other,3,-20,type3,0,B,type3,-2,106,12,4
74189,16,method3,3759.15,NonAuto,Retail,0,suburban,1,33645,1dwelling,2,-20,type2,0,C,type2,-2,264,12,69
74190,5,method4,584.99,NonAuto,Others,0,suburban,1,115710,1dwelling,1,-20,type1,0,B,type1,-2,149,12,96
74191,0,method4,1272.65,NonAuto,Others,0,urban,1,93568,1dwelling,1,-20,type1,1,A,type1,-2,4,12,0
74192,1,method3,2125.41,NonAuto,Others,1,urban,0,149868,1dwelling,1,-20,type1,1,A,type1,-2,0,12,27
74193,6,method1,1652.69,NonAuto,Others,0,rural,1,6752,1dwelling,1,-20,type1,1,A,type1,-2,27,12,0
74194,6,method2,2496.58,CSLGrp1,Retail,1,suburban,0,149035,2autodwelling,2,0,type1,1,B,type1,0,1,6,21
74195,1,method2,371.3,NonAuto,Others,0,urban,1,114385,1dwelling,1,-20,type1,1,A,type1,-2,1,12,0
74196,0,method3,404.43,NonAuto,Retail,0,urban,0,15189,1dwelling,1,-20,type1,0,A,type1,-2,76,12,0
74197,3,method2,519.31,NonAuto,Retail,1,suburban,1,61130,3other,3,-20,type1,1,C,type1,-2,155,6,104
74198,2,method4,493.39,NonAuto,Others,1,urban,1,107051,1dwelling,1,-20,type1,1,B,type1,-2,15,12,0
74199,5,method1,327.46,NonAuto,Retail,0,urban,0,85931,3other,3,-20,type1,1,C,type1,-2,239,12,93
74200,1,method3,6016.15,NonAuto,Retail,1,rural,1,47647,1dwelling,1,-20,type1,0,C,type1,-2,107,12,0
74201,0,method4,1137.35,NonAuto,Retail,0,rural,0,20488,1dwelling,1,-20,type1,0,B,type1,-2,13,12,0
74202,1,missing,460.88,NonAuto,Retail,0,suburban,1,113420,3other,4,-20,type1,1,B,type1,-2,6,12,0
74203,1,method2,508.65,NonAuto,Retail,0,suburban,0,51202,1dwelling,1,-20,type1,1,A,type1,-2,4,12,0
74204,1,method4,264.38,NonAuto,Retail,1,urban,0,24366,3other,5,-20,type2,1,C,type2,-2,16,12,0
74205,4,method4,555.15,CSLGrp1,Retail,1,suburban,0,18736,2autodwelling,2,38,type2,1,A,type2,1,148,6,65
74206,2,method4,1473.79,SPGrp1Miss,Retail,0,suburban,1,3903,2autodwelling,2,78,type2,0,A,type2,1,84,6,0
74207,1,method2,1345.31,NonAuto,Others,0,rural,1,71212,1dwelling,1,-20,type1,1,B,type1,-2,21,12,35
74208,1,method3,466.95,SPGrp3,Retail,0,suburban,1,61834,2autodwelling,2,38,type2,0,C,type2,-1,276,6,0
74209,0,missing,682.35,NonAuto,Others,1,rural,0,85215,1dwelling,1,-20,type1,0,C,type1,-2,21,12,0
74210,1,method1,3142.22,NonAuto,Retail,0,rural,0,83686,1dwelling,1,-20,type1,0,B,type1,-2,158,12,0
74211,1,method4,1637.92,NonAuto,Retail,1,suburban,0,56524,1dwelling,1,-20,type1,1,A,type1,-2,166,12,50
74212,3,method1,1072.73,CSLGrp3,Retail,0,urban,1,139176,2autodwelling,2,0,type2,0,A,type2,0,269,6,10
74213,0,method4,8615.9,NonAuto,Retail,1,urban,1,67290,3other,4,-20,type3,1,B,type3,-2,15,12,0
74214,9,method2,1699.59,CSLGrp2,Retail,1,rural,0,127689,2autodwelling,2,54,type3,1,C,type3,1,7,6,69
74215,5,method1,1572,NonAuto,Retail,0,rural,1,34632,1dwelling,1,-20,type1,0,A,type1,-2,136,12,20
74216,0,method1,1629.32,SPGrp4,Retail,1,rural,1,88909,2autodwelling,2,55,type1,1,B,type1,0,8,6,0
74217,1,method2,93.75,NonAuto,Retail,0,rural,1,70904,3other,4,-20,type1,0,C,type1,-2,143,12,0
74218,1,missing,1609.17,NonAuto,Others,1,suburban,1,20969,1dwelling,1,-20,type1,1,B,type1,-2,8,12,19
74219,5,method1,877.02,NonAuto,Others,0,rural,1,33877,1dwelling,1,-20,type1,1,B,type1,-2,2,12,12
74220,3,method4,761.25,SPGrp3,Retail,1,rural,0,99789,2autodwelling,2,92,type1,1,C,type1,-1,0,6,0
74221,1,method3,564.68,NonAuto,Others,0,suburban,0,14301,1dwelling,1,-20,type1,0,C,type1,-2,195,12,0
74222,4,missing,144.56,CSLGrp2,Retail,0,suburban,1,35018,2autodwelling,2,8,type1,0,B,type1,-1,147,6,0
74223,18,missing,1321.49,NonAuto,Others,0,suburban,0,19428,1dwelling,1,-20,type1,0,B,type1,-2,131,12,32
74224,14,missing,2709.78,SPGrp2,Retail,1,suburban,1,50008,2autodwelling,2,88,type1,1,A,type1,0,40,6,0
74225,0,method2,429.47,NonAuto,Others,1,urban,0,60,1dwelling,1,-20,type1,1,C,type1,-2,0,12,0
74226,5,method4,666.76,NonAuto,Retail,1,rural,0,80464,3other,3,-20,type2,1,A,type2,-2,198,6,0
74227,2,method4,370.54,NonAuto,Retail,1,suburban,0,117613,1dwelling,1,-20,type1,0,A,type1,-2,173,12,51
74228,5,method3,252.1,NonAuto,Others,1,urban,1,134412,1dwelling,1,-20,type1,1,A,type1,-2,1,12,21
74229,0,method3,1185.87,NonAuto,Retail,0,suburban,1,13946,1dwelling,1,-20,type2,0,A,type2,-2,294,12,0
74230,1,method1,410.21,NonAuto,Others,0,rural,1,148358,1dwelling,1,-20,type1,1,B,type1,-2,1,12,0
74231,2,method2,1563.02,CSLGrp2,Retail,0,rural,0,141374,2autodwelling,2,3,type2,0,B,type2,-1,72,6,0
74232,1,method3,286.41,NonAuto,Others,0,suburban,0,39066,1dwelling,1,-20,type1,1,B,type1,-2,5,12,48
74233,4,method4,12450.17,SPGrp4,Retail,1,suburban,1,87175,2autodwelling,2,71,type1,0,A,type1,-1,168,6,0
74234,3,method4,1844.89,NonAuto,Retail,1,rural,0,132064,1dwelling,1,-20,type3,1,B,type3,-2,9,12,89
74235,1,method4,1127.68,NonAuto,Retail,0,suburban,0,39925,1dwelling,1,-20,type1,0,B,type1,-2,212,12,0
74236,0,method3,454.57,NonAuto,Others,0,rural,0,120893,1dwelling,1,-20,type1,0,A,type1,-2,39,12,97
74237,4,method1,226.07,CSLGrp2,Retail,0,urban,1,46282,2autodwelling,2,84,type3,0,A,type3,0,78,6,0
74238,5,method4,1998.37,NonAuto,Retail,1,urban,1,86461,3other,3,-20,type1,1,C,type1,-2,101,12,0
74239,3,method4,1767.04,NonAuto,Others,1,urban,1,59114,1dwelling,1,-20,type1,1,B,type1,-2,2,12,0
74240,2,method2,443.04,NonAuto,Retail,0,urban,1,144668,1dwelling,1,-20,type1,0,A,type1,-2,0,12,78
74241,2,missing,173.67,NonAuto,Retail,0,suburban,1,40469,1dwelling,1,-20,type2,0,B,type2,-2,197,12,32
74242,0,missing,435.78,SPGrp1Miss,Retail,0,urban,0,149264,3autodwellingumb,3,30,type2,0,C,type2,0,350,6,0
74243,0,method1,1275.09,NonAuto,Retail,1,urban,0,104243,3other,3,-20,type1,1,C,type1,-2,113,12,12
74244,5,method4,665.61,NonAuto,Retail,0,urban,0,18279,1dwelling,1,-20,type1,1,C,type1,-2,190,12,185
74245,0,method1,393.22,NonAuto,Retail,0,urban,1,100212,3other,3,-20,type1,0,C,type1,-2,107,12,0
74246,7,missing,1539.44,NonAuto,Others,0,suburban,0,33757,1dwelling,1,-20,type2,0,B,type2,-2,184,12,0
74247,0,method3,543.55,NonAuto,Retail,0,urban,0,24903,1dwelling,1,-20,type2,0,A,type2,-2,10,12,20
74248,2,missing,518.8,NonAuto,Others,0,rural,0,88187,1dwelling,1,-20,type1,0,A,type1,-2,21,12,0
74249,11,missing,860.85,NonAuto,Others,0,urban,1,24388,1dwelling,1,-20,type1,1,C,type1,-2,1,12,10
74250,1,method3,1400.93,NonAuto,Retail,0,rural,0,84099,3other,4,-20,type3,1,A,type3,-2,100,12,96
74251,4,method2,1481.37,NonAuto,Retail,1,urban,1,94211,1dwelling,1,-20,type1,1,B,type1,-2,1,12,91
74252,1,missing,642.29,NonAuto,Retail,0,rural,1,140675,1dwelling,1,-20,type1,1,A,type1,-2,57,12,79
74253,2,method3,623.25,NonAuto,Retail,1,rural,1,79806,3other,4,-20,type1,1,B,type1,-2,0,12,0
74254,2,missing,676.47,NonAuto,Others,1,urban,1,42543,1dwelling,1,-20,type2,1,A,type2,-2,63,12,10
74255,7,missing,1355.4,SPGrp1Miss,Retail,1,urban,0,46778,2autodwelling,2,32,type1,1,C,type1,1,160,6,2
74256,1,method3,675.71,CSLGrp3,Retail,1,rural,0,129848,2autodwelling,2,51,type2,1,A,type2,-1,117,6,0
74257,1,method2,245.55,NonAuto,Retail,0,urban,1,137324,3other,4,-20,type2,0,A,type2,-2,156,12,18
74258,0,method4,163.38,NonAuto,Others,0,urban,1,7079,1dwelling,1,-20,type2,0,B,type2,-2,65,12,0
74259,1,method3,1018.06,CSLGrp2,Retail,1,urban,1,47109,2autodwelling,2,36,type1,1,B,type1,1,0,6,0
74260,0,method1,1659.68,NonAuto,Retail,0,urban,0,28617,1dwelling,2,-20,type1,0,C,type1,-2,303,12,0
74261,0,method3,2268.91,NonAuto,Retail,1,rural,1,54974,3other,4,-20,type1,1,A,type1,-2,3,12,0
74262,1,method4,1081.5,SPGrp3,Retail,1,rural,1,72413,2autodwelling,2,44,type3,1,A,type3,1,8,6,36
74263,2,method3,1435.62,NonAuto,Retail,0,suburban,1,56623,1dwelling,1,-20,type2,0,A,type2,-2,133,12,18
74264,1,method1,570.84,NonAuto,Retail,0,rural,1,80384,1dwelling,1,-20,type3,0,C,type3,-2,88,12,0
74265,4,method3,56.11,NonAuto,Retail,1,rural,0,138885,1dwelling,1,-20,type1,1,C,type1,-2,87,12,59
74266,0,method4,1674.7,CSLGrp1,Retail,0,urban,1,1273,2autodwelling,2,26,type2,0,A,type2,1,206,6,0
74267,17,method1,4852.67,CSLGrp2,Retail,0,suburban,0,21009,3autodwellingumb,3,56,type1,0,A,type1,0,166,6,59
74268,2,method3,3716.53,SPGrp3,Retail,0,rural,0,16767,2autodwelling,2,96,type1,0,C,type1,0,120,6,0
74269,2,missing,4381.16,NonAuto,Retail,0,suburban,0,23273,1dwelling,1,-20,type2,0,C,type2,-2,283,12,0
74270,12,method2,574.77,NonAuto,Retail,1,urban,1,18237,1dwelling,1,-20,type1,1,C,type1,-2,147,12,61
74271,3,method1,541.7,SPGrp4,Retail,1,rural,0,84754,2autodwelling,1,22,type1,0,C,type1,0,559,6,27
74272,4,missing,3621.69,SPGrp4,Retail,1,suburban,1,57081,2autodwelling,2,93,type3,0,B,type3,-1,62,6,0
74273,4,method3,392.13,NonAuto,Retail,0,urban,1,116764,1dwelling,1,-20,type1,1,C,type1,-2,4,12,48
74274,3,missing,446.59,NonAuto,Others,1,suburban,0,20694,1dwelling,1,-20,type3,1,C,type3,-2,39,12,34
74275,28,missing,872.08,CSLGrp3,Retail,1,urban,1,35230,2autodwelling,2,71,type3,1,B,type3,-1,6,6,72
74276,3,method1,593.33,SPGrp4,Retail,0,suburban,0,109699,2autodwelling,2,34,type3,0,C,type3,-1,97,6,19
74277,1,method2,312.88,SPGrp1Miss,Retail,1,rural,1,72572,2autodwelling,2,72,type1,1,A,type1,1,163,6,43
74278,0,method3,634.09,NonAuto,Others,1,urban,0,129332,1dwelling,1,-20,type1,1,A,type1,-2,14,12,0
74279,1,missing,1046.98,NonAuto,Others,0,suburban,1,73298,1dwelling,1,-20,type1,0,A,type1,-2,162,12,0
74280,0,method3,1044.76,CSLGrp1,Retail,0,suburban,0,67057,2autodwelling,2,61,type2,0,C,type2,1,261,6,0
74281,5,missing,407.84,SPGrp1Miss,Retail,1,rural,1,19353,2autodwelling,2,58,type2,1,A,type2,0,28,6,0
74282,3,method1,1814.29,CSLGrp3,Retail,1,suburban,0,72476,2autodwelling,2,31,type2,0,A,type2,1,42,6,27
74283,0,method4,347.41,CSLGrp1,Retail,0,urban,1,111840,2autodwelling,2,8,type3,0,B,type3,1,41,6,0
74284,0,method3,698.04,NonAuto,Retail,1,rural,0,59025,3other,4,-20,type3,1,B,type3,-2,154,12,155
74285,4,method4,2530.6,CSLGrp3,Retail,1,suburban,0,53841,2autodwelling,2,12,type1,1,A,type1,1,4,6,38
74286,1,method2,331.3,NonAuto,Others,0,rural,1,59169,1dwelling,1,-20,type1,0,A,type1,-2,94,12,36
74287,2,method4,707.88,SPGrp2,Retail,0,urban,0,106154,2autodwelling,2,40,type1,0,C,type1,1,146,6,0
74288,6,method1,486.34,NonAuto,Others,0,urban,0,31570,1dwelling,1,-20,type1,0,C,type1,-2,15,12,0
74289,1,missing,1123.73,NonAuto,Others,0,urban,0,68183,1dwelling,1,-20,type1,1,C,type1,-2,3,12,0
74290,0,method3,954.48,NonAuto,Retail,0,urban,1,35114,1dwelling,1,-20,type1,0,B,type1,-2,266,12,6
74291,0,method4,1709.52,SPGrp4,Retail,0,urban,1,26559,2autodwelling,2,76,type1,0,A,type1,0,144,6,0
74292,7,method2,889.84,NonAuto,Retail,1,suburban,0,8016,1dwelling,1,-20,type2,0,A,type2,-2,115,12,76
74293,0,method3,1070.73,NonAuto,Retail,0,suburban,1,72958,1dwelling,1,-20,type1,1,C,type1,-2,23,12,0
74294,2,method4,1705.21,NonAuto,Others,1,suburban,0,40869,1dwelling,1,-20,type1,1,C,type1,-2,71,12,0
74295,0,method3,620.95,NonAuto,Others,0,rural,0,36980,1dwelling,1,-20,type2,0,A,type2,-2,187,12,0
74296,0,method2,228.63,SPGrp3,Retail,1,urban,1,132359,2autodwelling,2,17,type3,1,C,type3,1,6,6,0
74297,2,method1,802.94,CSLGrp3,Retail,1,urban,0,100765,2autodwelling,2,8,type1,1,C,type1,0,1,6,0
74298,2,method3,1044.73,SPGrp1Miss,Retail,1,suburban,1,45175,2autodwelling,2,8,type1,1,C,type1,0,46,6,31
74299,1,missing,285.28,NonAuto,Others,1,rural,1,100299,1dwelling,1,-20,type1,1,C,type1,-2,0,12,38
74300,1,missing,926.45,SPGrp3,Retail,0,urban,0,14331,2autodwelling,2,85,type3,0,C,type3,-1,181,6,0
74301,1,method3,1147.43,NonAuto,Retail,1,rural,0,149345,1dwelling,1,-20,type1,1,A,type1,-2,14,12,0
74302,2,method2,1218.87,NonAuto,Others,0,rural,1,13425,1dwelling,1,-20,type1,0,A,type1,-2,11,12,0
74303,2,method1,3515.85,NonAuto,Others,1,urban,1,117700,1dwelling,1,-20,type1,1,C,type1,-2,111,12,0
74304,1,method4,3188.67,NonAuto,Retail,0,urban,1,140960,1dwelling,1,-20,type2,0,C,type2,-2,255,12,39
74305,2,method4,594.77,NonAuto,Retail,0,suburban,0,131703,1dwelling,1,-20,type1,0,C,type1,-2,33,12,28
74306,3,method4,178.28,NonAuto,Others,0,rural,0,101723,1dwelling,1,-20,type1,1,C,type1,-2,21,12,0
74307,4,method1,180.58,NonAuto,Retail,0,urban,0,122143,3other,4,-20,type3,0,A,type3,-2,69,12,0
74308,0,method1,2273.32,NonAuto,Others,0,rural,1,95450,1dwelling,1,-20,type2,0,C,type2,-2,151,12,29
74309,1,method3,3031.43,NonAuto,Retail,0,urban,1,69939,1dwelling,1,-20,type1,1,B,type1,-2,11,12,106
74310,0,method1,328.62,SPGrp3,Retail,0,suburban,0,123599,2autodwelling,3,4,type1,1,B,type1,0,16,6,0
74311,1,method3,375.87,NonAuto,Retail,1,suburban,0,18745,3other,4,-20,type3,0,B,type3,-2,153,12,13
74312,0,missing,309.02,NonAuto,Retail,0,urban,0,63973,3other,4,-20,type1,1,C,type1,-2,184,12,0
74313,3,method2,531.09,NonAuto,Retail,1,rural,0,6609,1dwelling,1,-20,type1,1,B,type1,-2,65,12,0
74314,6,missing,876.19,NonAuto,Others,0,urban,0,93060,1dwelling,1,-20,type1,1,A,type1,-2,1,12,106
74315,0,method3,612.76,NonAuto,Retail,0,suburban,1,80375,3other,3,-20,type2,0,C,type2,-2,329,12,0
74316,1,method2,595.14,NonAuto,Retail,0,suburban,1,139511,1dwelling,1,-20,type1,0,B,type1,-2,86,12,0
74317,0,method2,241.68,CSLGrp3,Retail,1,suburban,1,109424,3autodwellingumb,3,26,type1,1,B,type1,0,111,6,0
74318,15,missing,596.3,NonAuto,Retail,0,rural,1,11687,1dwelling,1,-20,type3,0,B,type3,-2,103,12,0
74319,1,method1,437.18,NonAuto,Others,1,rural,0,33378,1dwelling,1,-20,type1,1,C,type1,-2,0,12,4
74320,1,missing,595.8,NonAuto,Others,0,rural,1,82625,1dwelling,1,-20,type3,1,B,type3,-2,17,12,51
74321,1,missing,691.15,CSLGrp2,Retail,1,rural,0,25352,2autodwelling,2,64,type2,1,B,type2,1,420,6,117
74322,2,missing,1893.82,NonAuto,Others,1,urban,0,28906,1dwelling,1,-20,type1,1,C,type1,-2,2,12,27
74323,2,method3,365.87,CSLGrp2,Retail,1,rural,1,80415,3autodwellingumb,3,68,type3,0,A,type3,1,319,6,0
74324,0,method4,642.49,NonAuto,Others,1,suburban,1,109078,1dwelling,1,-20,type2,1,C,type2,-2,7,12,34
74325,3,method4,1766.08,NonAuto,Others,0,suburban,0,92592,1dwelling,1,-20,type1,0,A,type1,-2,145,12,0
74326,8,method3,1027.98,NonAuto,Others,1,urban,1,94209,1dwelling,1,-20,type1,0,C,type1,-2,5,12,57
74327,1,method3,458.18,NonAuto,Retail,0,urban,0,8816,3other,3,-20,type1,0,A,type1,-2,59,12,0
74328,2,method1,2711.22,NonAuto,Others,0,suburban,1,76840,1dwelling,1,-20,type3,0,C,type3,-2,27,12,45
74329,8,method4,1202.42,NonAuto,Retail,0,urban,1,99340,1dwelling,1,-20,type1,0,A,type1,-2,112,12,1
74330,0,method3,275.71,SPGrp3,Retail,1,rural,0,146359,2autodwelling,2,73,type2,0,B,type2,-1,375,6,0
74331,2,method4,1415.8,NonAuto,Others,1,urban,0,109533,1dwelling,1,-20,type1,1,B,type1,-2,1,12,9
74332,1,method1,395.73,NonAuto,Retail,0,rural,0,97314,1dwelling,1,-20,type1,0,A,type1,-2,48,12,0
74333,2,method3,591.98,NonAuto,Retail,1,suburban,0,132956,1dwelling,1,-20,type1,0,C,type1,-2,255,12,48
74334,2,method1,215.64,NonAuto,Retail,1,suburban,0,15845,3other,4,-20,type1,1,C,type1,-2,3,12,25
74335,6,method3,386.6,SPGrp3,Retail,0,rural,0,5098,2autodwelling,2,8,type2,0,B,type2,0,203,6,53
74336,5,method1,977.17,NonAuto,Others,0,rural,1,95916,1dwelling,1,-20,type1,1,C,type1,-2,2,12,0
74337,4,method4,227.21,NonAuto,Others,1,suburban,0,91166,1dwelling,1,-20,type3,1,C,type3,-2,17,12,8
74338,4,method1,439.47,SPGrp4,Retail,0,rural,0,103874,2autodwelling,2,9,type1,1,B,type1,1,166,6,71
74339,2,method1,391.91,NonAuto,Retail,1,suburban,0,40597,3other,3,-20,type1,1,B,type1,-2,64,12,0
74340,1,missing,1305.53,NonAuto,Retail,1,urban,0,64578,3other,4,-20,type2,1,A,type2,-2,32,12,0
74341,5,method2,417.05,NonAuto,Others,1,suburban,1,123035,1dwelling,1,-20,type1,1,B,type1,-2,2,12,30
